"Subject" "Activity" "tbodyaccmeanx" "tbodyaccmeany" "tbodyaccmeanz" "tbodyaccstdx" "tbodyaccstdy" "tbodyaccstdz" "tgravityaccmeanx" "tgravityaccmeany" "tgravityaccmeanz" "tgravityaccstdx" "tgravityaccstdy" "tgravityaccstdz" "tbodyaccjerkmeanx" "tbodyaccjerkmeany" "tbodyaccjerkmeanz" "tbodyaccjerkstdx" "tbodyaccjerkstdy" "tbodyaccjerkstdz" "tbodygyromeanx" "tbodygyromeany" "tbodygyromeanz" "tbodygyrostdx" "tbodygyrostdy" "tbodygyrostdz" "tbodygyrojerkmeanx" "tbodygyrojerkmeany" "tbodygyrojerkmeanz" "tbodygyrojerkstdx" "tbodygyrojerkstdy" "tbodygyrojerkstdz" "tbodyaccmagmean" "tbodyaccmagstd" "tgravityaccmagmean" "tgravityaccmagstd" "tbodyaccjerkmagmean" "tbodyaccjerkmagstd" "tbodygyromagmean" "tbodygyromagstd" "tbodygyrojerkmagmean" "tbodygyrojerkmagstd" "fbodyaccmeanx" "fbodyaccmeany" "fbodyaccmeanz" "fbodyaccstdx" "fbodyaccstdy" "fbodyaccstdz" "fbodyaccmeanfreqx" "fbodyaccmeanfreqy" "fbodyaccmeanfreqz" "fbodyaccjerkmeanx" "fbodyaccjerkmeany" "fbodyaccjerkmeanz" "fbodyaccjerkstdx" "fbodyaccjerkstdy" "fbodyaccjerkstdz" "fbodyaccjerkmeanfreqx" "fbodyaccjerkmeanfreqy" "fbodyaccjerkmeanfreqz" "fbodygyromeanx" "fbodygyromeany" "fbodygyromeanz" "fbodygyrostdx" "fbodygyrostdy" "fbodygyrostdz" "fbodygyromeanfreqx" "fbodygyromeanfreqy" "fbodygyromeanfreqz" "fbodyaccmagmean" "fbodyaccmagstd" "fbodyaccmagmeanfreq" "fbodybodyaccjerkmagmean" "fbodybodyaccjerkmagstd" "fbodybodyaccjerkmagmeanfreq" "fbodybodygyromagmean" "fbodybodygyromagstd" "fbodybodygyromagmeanfreq" "fbodybodygyrojerkmagmean" "fbodybodygyrojerkmagstd" "fbodybodygyrojerkmagmeanfreq" "angletbodyaccmeangravity" "angletbodyaccjerkmeangravitymean" "angletbodygyromeangravitymean" "angletbodygyrojerkmeangravitymean" "anglexgravitymean" "angleygravitymean" "anglezgravitymean"
6 "sitting" 0.274671178545455 -0.0196637808236364 -0.108689449236364 -0.879476494087273 -0.846017450147273 -0.872716781909091 0.7186374032 0.0790970405527273 0.0928195940072727 -0.989219470727273 -0.973851927818182 -0.968767550545455 0.0729549176909091 0.00825202746727273 0.00203516371690909 -0.897802237090909 -0.888271769636364 -0.93339687 -0.0400289870436364 -0.0711396381454545 0.0830868371145455 -0.894130761727273 -0.909592609454545 -0.902369535636364 -0.0814129980363636 -0.0528860394727273 -0.0456154254163636 -0.923272328545454 -0.944678686909091 -0.926553265818182 -0.859544822454545 -0.863246363706 -0.859544822454545 -0.863246363706 -0.902781401636364 -0.892872132327273 -0.873627469 -0.8872014098 -0.935480283272727 -0.940398212181818 -0.884693448709091 -0.857197588001818 -0.896366136545454 -0.877799804592727 -0.8494331928 -0.869730042541818 -0.0369522085890909 0.0619537164927273 0.07333928789 -0.903173093090909 -0.893778847636364 -0.925403120363636 -0.901474313636364 -0.890137405727273 -0.940148249636364 0.100296220963636 -0.115184524494727 -0.0361039206296364 -0.887448013945455 -0.916891590909091 -0.8959353268 -0.897346812692182 -0.906678638545455 -0.913640544 -0.104159875707818 -0.128396784585455 0.0139154163090909 -0.869746431236364 -0.880318891345454 0.129208917063636 -0.890007892716364 -0.896900908727273 0.280800910561818 -0.904747452727273 -0.895522307290909 -0.0230145231690909 -0.940382416727273 -0.944517539090909 0.175396991472727 0.0729706202309091 0.0655032966018182 0.0420191018 -0.0639133813563636 -0.563321476545455 0.0102793863672727 -0.0527983530309091
6 "standing" 0.274603493333333 -0.0199924077754386 -0.108302388035088 -0.913830978070175 -0.867983857105263 -0.885413063701754 0.588409102982456 0.143217917157895 0.129803696389474 -0.987326578070175 -0.976792911403509 -0.970113209298246 0.0671941185614035 0.0146068261631579 -0.000223980695333333 -0.918011566789474 -0.906202902614035 -0.93079748631579 -0.016472287754386 -0.0757719012982456 0.0931363347192982 -0.917165633859649 -0.91600068222807 -0.903544676140351 -0.106539057754386 -0.0422591007614035 -0.0562248004052632 -0.935368323859649 -0.939259064561404 -0.940918009649123 -0.886761627368421 -0.900885348245614 -0.886761627368421 -0.900885348245614 -0.916413369122807 -0.90926030822807 -0.885741103210526 -0.902959417719298 -0.939521097368421 -0.939255249649123 -0.917802826842105 -0.880635725964912 -0.901841316315789 -0.912758968596491 -0.869726075385965 -0.885159706385965 -0.0555894593561403 0.0657622923359649 0.118769298478421 -0.922717809649123 -0.910598915438597 -0.925532284210526 -0.920710336491228 -0.908033517052632 -0.934736454561404 0.154470781708772 -0.0489166590333333 0.0248910002280702 -0.910843290175439 -0.919365303333333 -0.909756829473684 -0.920509914912281 -0.915423883157895 -0.910786453508772 -0.0578350661929825 -0.150809954159649 -0.0540773503392982 -0.902331749473684 -0.915102444438596 0.144747946169754 -0.910970131614035 -0.906630897701754 0.30209064545614 -0.915035896140351 -0.913295307192982 -0.037179567118421 -0.940084826842105 -0.942236305087719 0.189570396436842 0.0276513031596491 0.0501824711052632 -0.0464790515263158 0.0222843334210526 -0.423668633333333 -0.048785530754386 -0.0774413406403509
6 "laying" 0.274777278245614 -0.0162146970070175 -0.107067085964912 -0.868012278491228 -0.82007170454386 -0.855559428403509 0.484596729175439 0.219453748649123 0.229688533473684 -0.988781699122807 -0.974794372982456 -0.97239616 0.0636353687359649 0.0120637710596491 0.0010193427307193 -0.859429573684211 -0.864332057807017 -0.918522118245614 -0.00425323815438597 -0.0897901359964912 0.0784819834701754 -0.886191352315789 -0.857146642649123 -0.885559330175439 -0.116450390929825 -0.0421909160333333 -0.0626719067561404 -0.892468292280702 -0.916479485438596 -0.919346311578947 -0.842401390061403 -0.85260654868421 -0.842401390061403 -0.85260654868421 -0.873257748933333 -0.856970550175439 -0.842091253859649 -0.83907210877193 -0.912506938421053 -0.906389990877193 -0.866916131719298 -0.83743954824386 -0.883515551578947 -0.868893919789474 -0.822769235105263 -0.853116671159649 -0.0819236219245614 0.108742577908772 0.12440822600614 -0.868277131684211 -0.869300179912281 -0.910448713508772 -0.862757446315789 -0.868317821175439 -0.925361975087719 0.114368518866667 -0.0460920538105263 0.00183856572187719 -0.86457782254386 -0.881605829122807 -0.88672976 -0.893935991929825 -0.846989087631579 -0.896557926666667 -0.0815763829877193 -0.210174659040351 0.0421772032859649 -0.844989447964912 -0.880239131754386 0.189181131175439 -0.85524674831579 -0.859772121052632 0.255308676733333 -0.861532113859649 -0.853306760877193 -0.0917760939859649 -0.908805339824561 -0.909963731052632 0.103643186087719 0.0391438573808772 0.045589813842807 -0.00244657180701754 0.0232887823070175 -0.322838286842105 -0.106601613363158 -0.15879578696
7 "walking" 0.275671899473684 -0.0169776009959649 -0.107382207701754 -0.936515081578947 -0.913391898807018 -0.918319129368421 0.712566086859649 0.105905584684211 0.0749508014421053 -0.994082823157895 -0.987096601929825 -0.980638992105263 0.0699486663 0.0114853930414035 0.00359648782263158 -0.937415716315789 -0.941330245964912 -0.9555993 -0.0194998896666667 -0.0754684711684211 0.0931459616491228 -0.950158585438596 -0.932203042561404 -0.924899165807018 -0.0920004819122807 -0.0432571691052632 -0.0486107196491228 -0.957295135263158 -0.960879941929825 -0.957058993508772 -0.920808712631579 -0.92510482 -0.920808712631579 -0.92510482 -0.940551653912281 -0.940352151929825 -0.919338611091228 -0.92878047 -0.959575428245614 -0.963003576842105 -0.942777816719298 -0.923335040877193 -0.934171006842105 -0.934581610877193 -0.913247914578947 -0.915805954447368 0.0092356473877193 0.0732747534280702 0.11261604912807 -0.943640062280702 -0.941925000526316 -0.95016463122807 -0.93692617245614 -0.944913219649123 -0.959643318947368 0.184541012649123 -0.0398636767105263 0.0594581993719298 -0.94354985245614 -0.941430053684211 -0.932728312280702 -0.952556084385965 -0.927998757736842 -0.92982200654386 -0.0657075486536842 -0.196894870403509 -0.0352232831017544 -0.928829929298246 -0.933993858596491 0.196363534107018 -0.939596195210526 -0.94065142 0.312105336476667 -0.940214380877193 -0.933465746315789 -0.053101499277193 -0.961842880526316 -0.966955164035088 0.219898236110877 0.0991277894245614 -0.0294947450842105 -0.0596425489473684 -0.00447472770175438 -0.554808735789474 -0.0116756700403509 -0.0361233072105263
7 "walking_upstairs" 0.275788235490196 -0.0175213893098039 -0.109448861176471 -0.935520341568627 -0.927105997862745 -0.937981337058824 0.741227808823529 0.106504340466667 0.098885495745098 -0.992478021176471 -0.986330233137255 -0.98272300254902 0.100448982078431 0.0112714043317647 -0.00927791272313726 -0.940330196215686 -0.933518580392157 -0.96290189372549 -0.0237030210372549 -0.0831928224117647 0.0914956877058824 -0.94745876372549 -0.955032186666667 -0.947789121176471 -0.0983809610784314 -0.0399150335686275 -0.0537307073529412 -0.953783833921569 -0.971048290392157 -0.958937735098039 -0.92973035627451 -0.92843368627451 -0.92973035627451 -0.92843368627451 -0.944969698235294 -0.936686336176471 -0.937196185686274 -0.943596687058823 -0.965521683137255 -0.966439707254902 -0.935076514117647 -0.926087281039216 -0.946591739019608 -0.935865888823529 -0.931562099490196 -0.937686026470588 0.036907401472549 0.154618848 0.207526340535294 -0.941102623305882 -0.935625962352941 -0.957823297058824 -0.944963436862745 -0.935870561470588 -0.966759692745098 0.201436776072549 -0.0133500636078431 0.0693930491764706 -0.940765849019608 -0.956891627843137 -0.944445336470588 -0.949897984117647 -0.954368570784314 -0.953826775294118 -0.0143350079627451 -0.138872421072549 0.0494774476901961 -0.929611270392157 -0.938148073372549 0.289158425058824 -0.934509565313726 -0.938827354117647 0.320058083291569 -0.949764936078431 -0.949151101568627 0.0209375433691961 -0.967241050588235 -0.967506741176471 0.171121952 0.0857962745686275 -0.106173910958824 -0.046662345557451 -0.0702419600980392 -0.576784918039216 -0.0156177820784314 -0.0508311048215686
7 "walking_downstairs" 0.275713770212766 -0.0180404397 -0.108216457106383 -0.954282138723404 -0.926199658153191 -0.946253154042553 0.833936746382979 0.0261801473234043 0.0608795017468085 -0.995922033404255 -0.987173072340426 -0.982146875531915 0.0849263879148936 0.000268530092340426 -0.000708542817021277 -0.954774723957447 -0.945005119574468 -0.967168190638298 -0.0299615166340426 -0.0749131036382979 0.0886715287446809 -0.944281891808511 -0.957447171914894 -0.951992270425532 -0.0822311780765957 -0.0370639975319149 -0.0576912632765957 -0.954827170638298 -0.975317078297872 -0.966066786382979 -0.94084788106383 -0.944201982553192 -0.94084788106383 -0.944201982553192 -0.954700616382979 -0.952470219297872 -0.938821076106383 -0.942849902978723 -0.968046434255319 -0.973027480851064 -0.954047367234043 -0.933442231702128 -0.953433480425532 -0.954503222340426 -0.926678634770213 -0.945970880638298 0.036033401593617 0.104679903846809 0.159963572021277 -0.956352686659575 -0.94732473 -0.962860165531915 -0.957169387382979 -0.946357141851064 -0.970144059148936 0.197019560680851 -0.0444951844851064 0.0885594338446808 -0.938881827446808 -0.961290356808511 -0.95371312 -0.94683585212766 -0.955719449361702 -0.955971044893617 -0.0727676884255319 -0.211725811340426 -0.0153083202085106 -0.945383152553191 -0.951491298042553 0.232123460510638 -0.953377778893617 -0.950733549191489 0.365279076934043 -0.954002523191489 -0.946494739148936 -0.0794644924893617 -0.973236829148936 -0.974543045744681 0.27040956793617 0.0687189063978723 -0.0164860746714894 0.0978327796595745 -0.0415110210851064 -0.676841305957447 0.0528802128468085 -0.0233947025170213
7 "sitting" 0.275550106458333 -0.0166466825020833 -0.105101562125 -0.947312538666667 -0.910222361104167 -0.929588439375 0.749391257854167 0.0484065159979167 0.131287117359583 -0.993490374166667 -0.984806814375 -0.979238129166667 0.0796774296875 0.015299798804375 0.00225878010145833 -0.94316723775 -0.930430155354167 -0.955514336458333 -0.0330141359145833 -0.0685444237916667 0.0983129981458333 -0.95280960875 -0.943165823333333 -0.927882522333333 -0.0916367588958333 -0.04605542380625 -0.0584624398125 -0.949145515 -0.959213229166667 -0.954620286458333 -0.928825327291667 -0.939500275416667 -0.928825327291667 -0.939500275416667 -0.9420726025 -0.938759507083333 -0.928239978458333 -0.940474572083333 -0.956515400416667 -0.958529686041667 -0.949125943958333 -0.913839309791667 -0.941414848125 -0.946770261958333 -0.913291212979167 -0.928126827291667 -0.00981164622708333 0.0707088843291667 0.136773072625 -0.947690876041667 -0.932767116166667 -0.953332207916667 -0.943559029604167 -0.9327116231875 -0.956476005 0.18524542938375 -0.0618015907847917 0.0162034563875 -0.940109326041667 -0.94513886125 -0.92955774270625 -0.956975973541667 -0.942549905416667 -0.933917678354167 -0.0357174006833333 -0.1567373061875 0.01333550553125 -0.940462089375 -0.947560165833333 0.222735453560417 -0.940709131041667 -0.935941629520833 0.323951814791667 -0.948381185 -0.945336993333333 -0.0072190645 -0.9622085675 -0.956859143541667 0.223376859064583 0.04303936244 -0.0208671390375 -0.0300071459583333 -0.00899629065833333 -0.583463872291667 0.0310486747270833 -0.0778834543333333
7 "standing" 0.275495411886792 -0.0197884496415094 -0.109054185339623 -0.973557665132075 -0.94744729490566 -0.950774845849057 0.62122763454717 0.113853656830755 0.168495226901887 -0.993156202641509 -0.985669928867924 -0.977031786415094 0.0813078910377358 0.0123863632839623 0.00971307410811321 -0.970397785769623 -0.96251287909434 -0.972560053207547 -0.028165017690566 -0.0746183742641509 0.0868560287735849 -0.96043443245283 -0.963482552264151 -0.958744842603774 -0.0935554144245283 -0.0372939113698113 -0.047339595509434 -0.96558111490566 -0.981577006037736 -0.973637492641509 -0.957466348671698 -0.960096620754717 -0.957466348671698 -0.960096620754717 -0.968359921581132 -0.969075715528302 -0.954389620245283 -0.951471486792453 -0.977002438113208 -0.977432373018868 -0.973776099056604 -0.953370996358491 -0.959044812075472 -0.973703255433962 -0.94725793490566 -0.950225912641509 -0.0107261376415094 0.087501019345283 0.173813348249057 -0.972737433018868 -0.964244673773585 -0.969163471886792 -0.970663613679245 -0.963256353026415 -0.974539454150943 0.199475953924849 -0.0256346397056604 0.0584150772092453 -0.955638315471698 -0.968512103396226 -0.957561589792453 -0.962158908301887 -0.961058906981132 -0.963013277509434 -0.0935866574320755 -0.142121511886792 0.0565022998660377 -0.96216501509434 -0.964679910754717 0.180457298558491 -0.969138474037736 -0.968003319018868 0.282423099433962 -0.960665087735849 -0.953755543396226 -0.0175435902018868 -0.977653336981132 -0.978506999056604 0.168765736773585 0.0395782778528302 0.0282752687358491 0.00909192542250943 -0.0318619573622642 -0.467484001886792 -0.0220773281132075 -0.113669240062264
7 "laying" 0.275612334038462 -0.0171163709384615 -0.107172398692308 -0.892142332557692 -0.837637483134615 -0.879216862115385 0.657898216153846 0.0816872635038462 0.175718731326923 -0.991209481153846 -0.984660733461538 -0.978953755 0.0690361909230769 0.0176151784065385 -0.0135572509655769 -0.90219749625 -0.881665728346154 -0.931566124615385 -0.0402478150961538 -0.0695256431153846 0.0905959559707692 -0.911458327307692 -0.899639451153846 -0.908867333653846 -0.103771008711538 -0.0477061014807692 -0.0551980898596154 -0.924557703846154 -0.945819445769231 -0.934687767884615 -0.867449364967115 -0.878822798461538 -0.867449364967115 -0.878822798461538 -0.900889299423077 -0.897385447307692 -0.879638809807692 -0.893775395192308 -0.937128881538462 -0.946268836346154 -0.901675138846154 -0.858647324173077 -0.903068482634615 -0.889230631076923 -0.837263606596154 -0.877152062519231 -0.0821798360576923 0.0286757162923077 0.116208099334038 -0.908159669165385 -0.889484811523077 -0.926149368076923 -0.905164994807692 -0.881148430673077 -0.935809423653846 0.138001544365385 -0.0838493048307692 0.0168516841153846 -0.904008216346154 -0.916820300961538 -0.909694127115385 -0.914845275576923 -0.892062165653846 -0.916985494423077 -0.0744672896019231 -0.246961970729231 -0.00305586900961538 -0.882469951153846 -0.895414909769231 0.118079396165385 -0.897078551346154 -0.897807797692308 0.343965485115385 -0.914733739038462 -0.899902208076923 -0.0723234715 -0.946808613076923 -0.949535788846154 0.182186988640385 0.048017174585 0.0326313717942308 0.0638963874438462 0.0393656066961538 -0.51106915 0.00188349940384615 -0.115107251465385
8 "walking" 0.27632533875 -0.0147881801741667 -0.106806245104167 -0.974783309583333 -0.950768640208333 -0.948216819166667 0.686213605833333 0.0666615130083333 0.1233253403875 -0.994692941875 -0.989228213958333 -0.98239244375 0.0810942964375 0.00592087642460833 -0.00653225274875 -0.968983017291667 -0.957607555583333 -0.9657900256875 -0.0297638948333333 -0.076114174375 0.0875604906041667 -0.971995089166667 -0.952535650625 -0.960770056041667 -0.0987309352291667 -0.0385272317291667 -0.0583150033770833 -0.973106606458333 -0.960500454791667 -0.973943796875 -0.960427609479167 -0.962111524166667 -0.960427609479167 -0.962111524166667 -0.96474226575 -0.962419962770833 -0.955957068125 -0.948826438125 -0.9672028168125 -0.960789072708333 -0.97304923375 -0.952198565625 -0.9559668485 -0.975629404791667 -0.952562755208333 -0.947396410208333 0.00466300050208333 0.129241214433333 0.164161989097917 -0.971849043333333 -0.960579322291667 -0.965547702354167 -0.968885791583333 -0.957395734029167 -0.9649933075 0.214948384316667 -0.0195635996833333 0.0702029296458333 -0.967954040208333 -0.95825887875 -0.960995556666667 -0.973448854583333 -0.949713130208333 -0.96431261375 0.0108228273333333 -0.0983170187510417 0.062015547625 -0.96109538625 -0.968039291666667 0.23127869613125 -0.961724605166667 -0.962187513229167 0.314624462125 -0.95474811375 -0.954132128791667 0.00780225097916667 -0.963564475625 -0.959800176458333 0.24295395343125 0.0648742890395625 -0.00998970922916667 0.0507256045875 0.149228534458333 -0.54949917125 0.0085726696625 -0.0761638804708333
8 "walking_upstairs" 0.276399487317073 -0.0163410948097561 -0.10739574504878 -0.991182764634146 -0.968105987317073 -0.970467002439024 0.73637618097561 0.0681907613658537 0.117209612829268 -0.995277723170732 -0.98987087804878 -0.980258201219512 0.0753997677073171 0.00920277895851219 0.00345438711731707 -0.988444850731707 -0.979959137073171 -0.986837675121951 -0.0256502254878049 -0.067760453 0.0868261128292683 -0.974874328780488 -0.979165931219512 -0.979561943414634 -0.100505414341463 -0.0401727710487805 -0.0556514796341463 -0.983794534390244 -0.989852520243902 -0.98840186804878 -0.979931553658537 -0.977727547073171 -0.979931553658537 -0.977727547073171 -0.986666747317073 -0.985669758536585 -0.974378534390244 -0.965902884878049 -0.989627604390244 -0.987361587317073 -0.98996567195122 -0.972571719756098 -0.978979212926829 -0.991852103170732 -0.967177906829268 -0.967998756829268 0.0403046423414634 0.113212078007317 0.166346490041463 -0.98875199 -0.980330435853659 -0.984556358780488 -0.989162097804878 -0.980982537560976 -0.987767514390244 0.218618568756098 0.00200966623902439 0.105310946556098 -0.974463972682927 -0.981738174878049 -0.978932400731707 -0.975436383170732 -0.977914278780488 -0.981634623658537 -0.0200275855 -0.0931206275609756 0.0874357755121951 -0.98048136902439 -0.97906371804878 0.259736672853659 -0.985296254878049 -0.984910604634146 0.351592362868293 -0.973928363658537 -0.966752048780488 0.0155112712926829 -0.988066722439024 -0.987101129268293 0.206186797715854 0.082751456105122 0.0234253057292683 0.00553648186731708 0.0903496922926829 -0.560940944390244 0.00861623390243902 -0.0646981869487805
8 "walking_downstairs" 0.276361707894737 -0.0184508171105263 -0.108045418684211 -0.945611396868421 -0.910998030263158 -0.923221861710526 0.827595172631579 0.00429280286842105 0.0820315786078947 -0.99575531 -0.990968631578947 -0.979310076578947 0.0667260871842105 0.00894575043736842 -0.00107223966371053 -0.937123674736842 -0.920272643868421 -0.953160094473684 -0.0211806597236842 -0.0666511060894737 0.0828364388894737 -0.936680170263158 -0.936823314473684 -0.939020323421053 -0.100281227578947 -0.0375758696315789 -0.0476053263947368 -0.94247813868421 -0.961707621052632 -0.952664495 -0.927616732315789 -0.932668962842105 -0.927616732315789 -0.932668962842105 -0.937999264236842 -0.927019598421053 -0.922373708263158 -0.9181687105 -0.956587743157895 -0.953898850789474 -0.943796128578947 -0.912392092368421 -0.933131832684211 -0.946453320657895 -0.915188524052632 -0.923318215789474 -0.0057952829868421 0.137479399034211 0.136941382686842 -0.940523434736842 -0.923602040447368 -0.947730690263158 -0.939233491578947 -0.922094255868421 -0.957144163684211 0.188020523384211 -0.0172769657289474 0.0518451047578947 -0.928826801578947 -0.943208522736842 -0.937523578947368 -0.93967519368421 -0.933739577894737 -0.945065286052632 -0.0735665468157895 -0.219589075105263 0.0201669461236842 -0.924737982894737 -0.947573502368421 0.228588296894737 -0.925096177368421 -0.929018237894737 0.342225448560526 -0.928933799360526 -0.925815628421053 -0.104198357923684 -0.954163277368421 -0.956475537368421 0.233675136515789 0.0486090442736842 -0.0339877371447368 0.0148774846842105 0.0989884690789474 -0.663297607105263 0.0682156512368421 -0.0307119568473684
8 "sitting" 0.27621985826087 -0.0184771163978261 -0.109082197673913 -0.968783843434783 -0.947340360869565 -0.957644644347826 0.651382273652174 0.131520885913043 0.116693975854348 -0.99479015326087 -0.98889015673913 -0.981341180652174 0.0835423149782609 0.015041156 -0.000741398166086957 -0.966925556652174 -0.955674359565217 -0.974609485869565 -0.022548052923913 -0.0799147551891304 0.0870832960217391 -0.959864276304348 -0.970145268695652 -0.961958197173913 -0.0903891702608696 -0.0447145794347826 -0.052624517326087 -0.974270603478261 -0.983701730434783 -0.970874946086957 -0.957849110434783 -0.959296012173913 -0.957849110434783 -0.959296012173913 -0.966476367021739 -0.964091796978261 -0.956441003043478 -0.956666288043478 -0.980104195434783 -0.980069813913043 -0.96820510716087 -0.949439122826087 -0.964231388478261 -0.969202293673913 -0.948890669956522 -0.956662413043478 -0.0110690396608696 0.152142791376087 0.161777951663043 -0.968148103347826 -0.956896822608696 -0.971653457391304 -0.96861333523913 -0.957447453043478 -0.976111191086957 0.181783590347826 -0.00311120834782609 0.0688353953891304 -0.958521123695652 -0.973836635217391 -0.960086857717391 -0.961214231521739 -0.968433724565217 -0.966109823478261 0.0197033068695652 -0.11944932726087 0.058672142351087 -0.958845047826087 -0.965384350652174 0.211461427195652 -0.964169336804348 -0.963017589521739 0.344898443326087 -0.966084215217391 -0.958566789347826 0.0198312058304348 -0.981281147391304 -0.979662281086957 0.21377533365 0.0803832637456522 0.0159181009782609 -0.133120934934783 0.0957230777391304 -0.501688424565217 -0.0443488600652174 -0.0659558326869565
8 "standing" 0.276194044444444 -0.0169108413631481 -0.110431258222222 -0.958148582222222 -0.917910678314815 -0.930505363944444 0.716376406222222 0.0763343433333333 0.118849414314815 -0.994989529814815 -0.988631655925926 -0.980902988888889 0.0728841863388889 0.0129549243222222 0.00646019989814815 -0.956649380925926 -0.936034799074074 -0.96229081037037 -0.0280366017074074 -0.0785065867592593 0.0827620911851852 -0.953170610185185 -0.950609829759259 -0.940709666111111 -0.0931208080444444 -0.0353791091481481 -0.0486265136018518 -0.955813686111111 -0.974402330185185 -0.962367261666667 -0.938258549259259 -0.941687655555556 -0.938258549259259 -0.941687655555556 -0.951969878333333 -0.949741386111111 -0.939343904259259 -0.941471965185185 -0.967730074444444 -0.970311920740741 -0.958068668888889 -0.924632204166667 -0.942784092777778 -0.958303011296296 -0.918879441648148 -0.928864116490741 0.015017544037037 0.083048680037037 0.1571264634 -0.95892871 -0.940407767962963 -0.958575767777778 -0.95818218537037 -0.935718869051852 -0.964653565185185 0.163966731977778 -0.050225681762963 0.0585617893907407 -0.945215555925926 -0.958270502037037 -0.943387257222222 -0.955884072222222 -0.946804801759259 -0.945280033518519 -0.0387335684981481 -0.198957207277778 0.00744274536481481 -0.943442908518519 -0.949033039444444 0.184067104509259 -0.950477100740741 -0.948161274814815 0.335193776644444 -0.951329836481482 -0.944972227962963 -0.0422204140925926 -0.972606207777778 -0.96954575462963 0.202730125787037 0.0903133429031481 0.0287717813537037 -0.0905712002296296 -0.0346937868333333 -0.557451048518518 0.0104536537 -0.0658785511777778
8 "laying" 0.276281602592593 -0.0167235725 -0.103313092351852 -0.910231918518518 -0.884059724759259 -0.907435108296296 0.732167975740741 -0.00758567672592593 0.0790208981518519 -0.993472093888889 -0.98176461 -0.976117598518519 0.078974631537037 0.00546041112037037 0.00194918330092593 -0.919065862407407 -0.910601298796296 -0.949201791851852 -0.0233580202066667 -0.073658187962963 0.086972731387037 -0.927628881851852 -0.921698965703704 -0.918854871666667 -0.0864781950944444 -0.0490446466296296 -0.0630065871259259 -0.938519422592593 -0.953456331481481 -0.938262171296296 -0.894773833203704 -0.898640572037037 -0.894773833203704 -0.898640572037037 -0.922382761537037 -0.917551537777778 -0.897595927981481 -0.908895048333333 -0.94726083 -0.950335502222222 -0.91768309537037 -0.892408550351852 -0.923402058814815 -0.907951331888889 -0.886612079462963 -0.906278505740741 -0.0209222917611111 0.082736011487037 0.145597466974074 -0.922316089648148 -0.916237161203704 -0.944470911481481 -0.922893361851852 -0.910665775981481 -0.952443113518519 0.205507034722222 -0.0421634640740741 0.0296972793259259 -0.916840935740741 -0.928849966111111 -0.916060146851852 -0.931881557592593 -0.918880278888889 -0.927511883148148 -0.0324928839833333 -0.157666782959259 0.0179291700611111 -0.900514498703704 -0.912841807592593 0.233954665062963 -0.912050070555556 -0.924632754814815 0.35366991577 -0.924293050925926 -0.915776498333333 -0.0588771037222222 -0.950088280555556 -0.953869921851852 0.20360978162963 0.07847699495 -0.0527139186203704 -0.0756114283259259 0.00372940286481481 -0.576353336111111 0.0751995786666667 -0.0360500895851852
9 "walking" 0.201431031923077 -0.0103567195888462 -0.0977962952307692 -0.263357894851923 -0.130075143443654 -0.327498333596154 0.785095506923077 -0.136404147084615 -0.00352942815 -0.948101985961538 -0.926277465961538 -0.916497643269231 0.112216080526923 0.0435005459173077 0.0214030388980769 -0.314586461480769 -0.295473784888654 -0.563077304903846 -0.0667159847478846 -0.02558815215 0.0752916709826923 -0.523918500807692 -0.453925193746154 -0.404058672596154 -0.126586122342308 -0.0411360307978846 -0.0410737275446154 -0.523586856480769 -0.604345231217308 -0.519614056 -0.176780406588462 -0.251905029725 -0.176780406588462 -0.251905029725 -0.345678259057692 -0.305818220076923 -0.329690012382692 -0.427472291811538 -0.564343710694231 -0.593327318711538 -0.275259202596154 -0.177073420365385 -0.392773818326923 -0.260815456865385 -0.164044375592692 -0.348429770461538 -0.380783653192308 -0.0335359347192308 -0.0227777584115385 -0.341905806840385 -0.32998001135 -0.521924943557692 -0.348422678641346 -0.306967266140385 -0.603381730461538 -0.223138347780769 -0.323824492365385 -0.268837380832692 -0.431287783307692 -0.483296478576923 -0.374195337519231 -0.555604023711538 -0.444763925576923 -0.471862803038462 -0.123341554757692 -0.125527587180769 -0.0809777683538462 -0.229689493519231 -0.385091244286538 0.0237292026115385 -0.284718360446154 -0.340533980173077 0.0660589860173077 -0.462961366426923 -0.504678036983077 0.0389788451873077 -0.595690815653846 -0.621035560153846 0.0886453729096154 0.480538923673077 -0.0298640853826923 0.0744302243076923 -0.00120562313461538 -0.610254439615385 0.171848901576923 0.014726325225
